gender;q1_focus_difficulty;q2_overthinking;q3_overwhelmed;q4_anxious;q5_restless;q6_depressed;q7_sleep_problem;q8_fatigue;q9_headache_tension;q10_responsibility_difficulty;q11_irritable;q12_social_withdrawal;q13_control_stress;q14_calm_self;q15_handle_problem;pss_total_score;stress_level;quality_of_sleep;physical_activity_level;heart_rate;daily_steps;screen_time_hours;study_hours;daily_pressure;bmi_category
0;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;2.0;4.0;4.0;3.0;60.0;0;6;90;75;10000;4.5;7.7;High;3
0;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;3.0;4.0;4.0;3.0;61.0;0;6;90;75;10000;5.9;6.6;High;3
0;2.0;4.0;3.0;5.0;5.0;4.0;2.0;2.0;5.0;2.0;4.0;4.0;2.0;3.0;2.0;49.0;2;7;45;72;6000;8.6;2.9;Low;3
0;3.0;5.0;3.0;5.0;5.0;5.0;2.0;2.0;5.0;3.0;4.0;5.0;2.0;3.0;2.0;54.0;2;7;45;72;6000;11.3;2.7;Medium;3
0;3.0;5.0;3.0;5.0;5.0;5.0;2.0;2.0;5.0;3.0;4.0;4.0;2.0;3.0;2.0;53.0;2;7;45;72;6000;8.8;3.1;Medium;3
0;5.0;5.0;3.0;5.0;5.0;5.0;2.0;2.0;5.0;5.0;4.0;4.0;2.0;3.0;2.0;57.0;0;7;45;72;6000;8.0;7.9;Medium;3
0;5.0;5.0;3.0;5.0;5.0;5.0;2.0;2.0;5.0;5.0;4.0;3.0;2.0;3.0;2.0;56.0;0;7;45;72;6000;5.1;3.9;High;3
0;2.0;4.0;3.0;5.0;5.0;4.0;2.0;2.0;5.0;2.0;4.0;5.0;2.0;3.0;2.0;50.0;2;7;45;72;6000;10.4;3.9;Low;3
0;3.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;3.0;2.0;5.0;2.0;3.0;3.0;40.0;2;9;30;65;5000;11.7;3.0;Medium;0
0;3.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;3.0;2.0;3.0;2.0;3.0;3.0;36.0;2;9;30;65;5000;6.1;6.7;Low;0
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;4.0;2.0;3.0;3.0;45.0;2;9;30;65;5000;7.3;7.8;High;0
0;3.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;3.0;2.0;5.0;2.0;3.0;3.0;40.0;2;9;30;65;5000;9.4;3.7;Medium;0
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;5.0;2.0;3.0;3.0;46.0;2;9;30;65;5000;10.1;7.7;High;0
0;4.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;4.0;2.0;4.0;2.0;3.0;3.0;43.0;2;9;30;65;5000;8.1;2.6;High;0
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;2.0;2.0;3.0;3.0;43.0;2;9;30;65;5000;3.0;7.4;High;0
0;2.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;2.0;2.0;3.0;2.0;3.0;3.0;34.0;1;9;30;65;5000;5.4;3.4;Low;0
0;3.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;3.0;2.0;5.0;2.0;3.0;3.0;38.0;2;9;30;65;5000;9.2;6.0;Low;0
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;3.0;2.0;3.0;3.0;44.0;2;9;30;65;5000;5.9;6.0;High;0
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;5.0;2.0;3.0;3.0;46.0;2;9;30;65;5000;9.3;6.8;High;0
0;4.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;4.0;2.0;3.0;2.0;3.0;3.0;40.0;2;9;30;65;5000;6.1;5.9;Medium;0
0;5.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;5.0;2.0;3.0;2.0;3.0;3.0;42.0;2;9;30;65;5000;5.4;7.3;Medium;0
0;3.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;3.0;2.0;5.0;2.0;3.0;3.0;40.0;2;9;30;65;5000;11.8;3.1;Medium;0
0;4.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;4.0;2.0;4.0;2.0;3.0;3.0;41.0;2;9;30;65;5000;8.5;4.7;Medium;0
0;3.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;3.0;2.0;4.0;2.0;3.0;3.0;37.0;2;9;30;65;5000;8.5;5.5;Low;0
0;1.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;1.0;2.0;1.0;2.0;3.0;3.0;30.0;1;9;30;65;5000;2.2;2.0;Low;0
0;4.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;4.0;2.0;4.0;2.0;3.0;3.0;43.0;2;9;30;65;5000;9.0;2.2;High;0
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;1.0;2.0;3.0;3.0;42.0;2;9;30;65;5000;2.7;6.2;High;0
0;2.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;2.0;2.0;4.0;2.0;3.0;3.0;35.0;1;9;30;65;5000;8.4;4.2;Low;0
0;2.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;2.0;2.0;2.0;2.0;3.0;3.0;33.0;1;9;30;65;5000;3.6;2.4;Low;0
0;4.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;4.0;2.0;3.0;2.0;3.0;3.0;40.0;2;9;30;65;5000;5.7;5.8;Medium;0
0;4.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;4.0;2.0;2.0;2.0;3.0;3.0;39.0;2;9;30;65;5000;4.2;6.7;Medium;0
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;4.0;2.0;3.0;3.0;45.0;2;9;30;65;5000;7.2;5.5;High;0
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;5.0;2.0;3.0;3.0;46.0;2;9;30;65;5000;9.6;4.1;High;0
0;5.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;5.0;2.0;2.0;2.0;3.0;3.0;41.0;2;9;30;65;5000;4.8;7.3;Medium;0
0;2.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;2.0;2.0;3.0;2.0;3.0;3.0;34.0;1;9;30;65;5000;6.4;2.7;Low;0
0;3.0;2.0;1.0;4.0;4.0;2.0;2.0;1.0;4.0;3.0;2.0;1.0;4.0;4.0;4.0;41.0;2;9;75;72;5000;2.1;5.7;Low;3
0;4.0;4.0;1.0;4.0;4.0;4.0;2.0;1.0;4.0;4.0;2.0;4.0;4.0;4.0;4.0;50.0;2;9;75;72;5000;7.3;5.0;Medium;3
0;5.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;5.0;2.0;4.0;4.0;4.0;4.0;47.0;2;9;90;65;10000;7.1;7.9;Medium;1
0;4.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;4.0;2.0;5.0;4.0;4.0;4.0;48.0;2;9;90;65;10000;9.2;2.8;High;1
0;5.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;5.0;2.0;2.0;4.0;4.0;4.0;45.0;2;9;75;68;7000;3.9;7.4;Medium;3
0;2.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;2.0;2.0;4.0;4.0;4.0;4.0;39.0;2;9;75;68;7000;7.0;2.8;Low;3
0;3.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;3.0;2.0;4.0;4.0;4.0;4.0;43.0;2;9;75;68;7000;7.4;3.7;Medium;3
0;2.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;2.0;2.0;4.0;4.0;4.0;4.0;39.0;2;9;75;68;7000;8.4;3.3;Low;3
0;4.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;4.0;2.0;5.0;4.0;4.0;4.0;46.0;2;9;75;68;7000;9.8;6.0;Medium;3
0;4.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;4.0;2.0;2.0;4.0;4.0;4.0;45.0;2;9;75;68;7000;3.4;3.3;High;3
0;3.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;3.0;2.0;4.0;4.0;4.0;4.0;41.0;2;9;75;68;7000;8.5;6.4;Low;3
0;3.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;3.0;2.0;1.0;4.0;4.0;4.0;38.0;2;9;75;68;7000;2.4;6.8;Low;3
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;5.0;4.0;4.0;4.0;50.0;2;9;75;68;7000;12.0;5.0;High;3
0;3.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;3.0;2.0;2.0;4.0;4.0;4.0;41.0;2;9;75;68;7000;3.7;3.0;Medium;3
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;5.0;4.0;4.0;4.0;50.0;2;9;75;68;7000;10.3;7.1;High;3
0;5.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;5.0;2.0;5.0;4.0;4.0;4.0;48.0;2;9;75;68;7000;12.0;6.9;Medium;3
0;3.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;3.0;2.0;3.0;4.0;4.0;4.0;40.0;2;9;75;68;7000;5.7;4.8;Low;3
0;2.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;2.0;2.0;3.0;4.0;4.0;4.0;38.0;2;9;75;68;7000;6.1;3.8;Low;3
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;2.0;4.0;4.0;4.0;47.0;2;9;75;68;7000;5.0;6.7;High;3
0;3.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;3.0;2.0;5.0;4.0;4.0;4.0;42.0;2;9;75;68;7000;9.8;7.1;Low;3
0;2.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;2.0;2.0;4.0;4.0;4.0;4.0;39.0;2;9;75;68;7000;9.0;3.7;Low;3
0;4.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;4.0;2.0;2.0;4.0;4.0;4.0;43.0;2;9;75;68;7000;5.0;4.9;Medium;3
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;4.0;4.0;4.0;4.0;49.0;2;9;75;68;7000;7.5;5.8;High;3
0;3.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;3.0;2.0;3.0;4.0;4.0;4.0;42.0;2;9;75;68;7000;5.8;2.9;Medium;3
0;5.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;5.0;2.0;5.0;4.0;4.0;4.0;48.0;2;9;75;68;7000;11.8;7.4;Medium;3
0;4.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;4.0;2.0;4.0;4.0;4.0;4.0;45.0;2;9;75;68;7000;7.8;4.6;Medium;3
0;4.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;4.0;2.0;4.0;4.0;4.0;4.0;45.0;2;9;75;68;7000;7.6;4.6;Medium;3
0;4.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;4.0;2.0;4.0;4.0;4.0;4.0;47.0;2;9;75;68;7000;8.1;3.5;High;3
0;4.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;4.0;2.0;3.0;4.0;4.0;4.0;44.0;2;9;75;68;7000;6.2;4.7;Medium;3
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;4.0;4.0;4.0;4.0;49.0;2;9;75;68;7000;8.2;6.9;High;3
0;1.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;3.0;1.0;2.0;5.0;4.0;4.0;4.0;38.0;2;9;75;68;7000;11.2;2.2;Low;3
0;5.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;5.0;2.0;4.0;4.0;4.0;4.0;47.0;2;9;75;68;7000;8.7;7.1;Medium;3
0;3.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;3.0;2.0;3.0;4.0;4.0;4.0;42.0;2;9;75;68;7000;5.7;3.6;Medium;3
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;3.0;4.0;4.0;4.0;48.0;2;9;75;68;7000;6.1;5.3;High;3
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;5.0;4.0;4.0;4.0;50.0;2;9;75;68;7000;9.2;5.9;High;3
